EPOCH,LR_CHANGE,NEURON,STRATEGY,Frez,itr1,itr2,itr3,itr4,itr5
1.0,1.0,16.0,front,1.0,0.2962000072002411,0.31610000133514404,0.32260000705718994,0.3257000148296356,0.5454000234603882
1.0,1.0,16.0,front,0.0,0.30889999866485596,0.3188999891281128,0.3239000141620636,0.32850000262260437,0.5439000129699707
1.0,1.0,16.0,back,1.0,0.8062999844551086,0.8130999803543091,0.8130999803543091,0.8137999773025513,0.8147000074386597
1.0,1.0,16.0,back,0.0,0.8019999861717224,0.815500020980835,0.8284000158309937,0.8291000127792358,0.8291000127792358
1.0,0.0,512.0,front,1.0,0.8206999897956848,0.8122000098228455,0.8213000297546387,0.8198999762535095,0.8532999753952026
1.0,0.0,512.0,front,0.0,0.8130999803543091,0.8162999749183655,0.8156999945640564,0.8208000063896179,0.8518000245094299
1.0,0.0,512.0,back,1.0,0.8363000154495239,0.8637999892234802,0.8693000078201294,0.8762999773025513,0.8684999942779541
1.0,0.0,512.0,back,0.0,0.8422999978065491,0.8363999724388123,0.8716999888420105,0.8543000221252441,0.8787999749183655
1.0,0.0,256.0,front,1.0,0.7037000060081482,0.7243000268936157,0.7190999984741211,0.717199981212616,0.8327999711036682
1.0,0.0,256.0,front,0.0,0.7026000022888184,0.7210999727249146,0.7330999970436096,0.7268000245094299,0.8414000272750854
1.0,0.0,256.0,back,1.0,0.8471999764442444,0.8623999953269958,0.8622000217437744,0.8641999959945679,0.869700014591217
1.0,0.0,256.0,back,0.0,0.840399980545044,0.8615999817848206,0.8618000149726868,0.8676000237464905,0.8725000023841858
1.0,0.0,128.0,front,1.0,0.5691999793052673,0.5927000045776367,0.5978000164031982,0.5932999849319458,0.8393999934196472
1.0,0.0,128.0,front,0.0,0.5756999850273132,0.5874000191688538,0.597100019454956,0.6064000129699707,0.8434000015258789
1.0,0.0,128.0,back,1.0,0.8384000062942505,0.8551999926567078,0.8596000075340271,0.858299970626831,0.8579000234603882
1.0,0.0,128.0,back,0.0,0.8425999879837036,0.8569999933242798,0.8672999739646912,0.8661999702453613,0.8748000264167786
1.0,0.0,64.0,front,1.0,0.46650001406669617,0.4912000000476837,0.49799999594688416,0.5026999711990356,0.8335999846458435
1.0,0.0,64.0,front,0.0,0.4699999988079071,0.4945000112056732,0.5091000199317932,0.508400022983551,0.8361999988555908
1.0,0.0,64.0,back,1.0,0.8144000172615051,0.8429999947547913,0.8442000150680542,0.8518999814987183,0.8543999791145325
1.0,0.0,64.0,back,0.0,0.8334000110626221,0.8478999733924866,0.8539000153541565,0.8658999800682068,0.8621000051498413
1.0,0.0,32.0,front,1.0,0.3483000099658966,0.3662000000476837,0.3734999895095825,0.37310001254081726,0.7833999991416931
1.0,0.0,32.0,front,0.0,0.3465999960899353,0.36070001125335693,0.37959998846054077,0.38920000195503235,0.8098999857902527
1.0,0.0,32.0,back,1.0,0.8051000237464905,0.8384000062942505,0.8427000045776367,0.8421000242233276,0.8432000279426575
1.0,0.0,32.0,back,0.0,0.8282999992370605,0.8421000242233276,0.8442000150680542,0.8578000068664551,0.8525999784469604
1.0,0.0,16.0,front,1.0,0.3253999948501587,0.33640000224113464,0.3447999954223633,0.34290000796318054,0.7102000117301941
1.0,0.0,16.0,front,0.0,0.3109999895095825,0.3427000045776367,0.352400004863739,0.3497999906539917,0.7633000016212463
1.0,0.0,16.0,back,1.0,0.8198000192642212,0.8234000205993652,0.8335000276565552,0.8328999876976013,0.8327999711036682
1.0,0.0,16.0,back,0.0,0.8245999813079834,0.835099995136261,0.8420000076293945,0.8457000255584717,0.8521999716758728
3.0,1.0,512.0,front,1.0,0.8323000073432922,0.84579998254776,0.8432999849319458,0.8543000221252441,0.8763999938964844
3.0,1.0,512.0,front,0.0,0.8349999785423279,0.8468000292778015,0.8537999987602234,0.8579999804496765,0.8827000260353088
3.0,1.0,512.0,back,1.0,0.8659999966621399,0.8809999823570251,0.8848999738693237,0.8862000107765198,0.8873000144958496
3.0,1.0,512.0,back,0.0,0.8676000237464905,0.8815000057220459,0.8902999758720398,0.8924000263214111,0.8967999815940857
3.0,1.0,256.0,front,1.0,0.7186999917030334,0.7353000044822693,0.7384999990463257,0.7445999979972839,0.8578000068664551
3.0,1.0,256.0,front,0.0,0.7231000065803528,0.7347999811172485,0.7491000294685364,0.7558000087738037,0.8687999844551086
3.0,1.0,256.0,back,1.0,0.85589998960495,0.8730000257492065,0.8747000098228455,0.8795999884605408,0.8799999952316284
3.0,1.0,256.0,back,0.0,0.8621000051498413,0.8798999786376953,0.8849999904632568,0.8888999819755554,0.8901000022888184
3.0,1.0,128.0,front,1.0,0.5830000042915344,0.5972999930381775,0.604200005531311,0.6061000227928162,0.8392000198364258
3.0,1.0,128.0,front,0.0,0.5831000208854675,0.6039000153541565,0.6083999872207642,0.6139000058174133,0.8528000116348267
3.0,1.0,128.0,back,1.0,0.8618000149726868,0.8673999905586243,0.8700000047683716,0.8716999888420105,0.8715000152587891
3.0,1.0,128.0,back,0.0,0.8654000163078308,0.8672999739646912,0.881600022315979,0.8827000260353088,0.8830000162124634
3.0,1.0,64.0,front,1.0,0.47920000553131104,0.4950999915599823,0.4975000023841858,0.49939998984336853,0.8224999904632568
3.0,1.0,64.0,front,0.0,0.4837000072002411,0.49709999561309814,0.504800021648407,0.5109000205993652,0.8391000032424927
3.0,1.0,64.0,back,1.0,0.8521000146865845,0.8569999933242798,0.8565999865531921,0.8597999811172485,0.859499990940094
3.0,1.0,64.0,back,0.0,0.8525999784469604,0.8650000095367432,0.8675000071525574,0.8712000250816345,0.8723999857902527
3.0,1.0,32.0,front,1.0,0.3580999970436096,0.37209999561309814,0.37599998712539673,0.3774999976158142,0.7886000275611877
3.0,1.0,32.0,front,0.0,0.3521000146865845,0.3725999891757965,0.3788999915122986,0.3833000063896179,0.7925999760627747
3.0,1.0,32.0,back,1.0,0.8414000272750854,0.8458999991416931,0.849399983882904,0.849399983882904,0.8500999808311462
3.0,1.0,32.0,back,0.0,0.8471999764442444,0.8550000190734863,0.8543999791145325,0.8592000007629395,0.8582000136375427
3.0,1.0,16.0,front,1.0,0.3330000042915344,0.3407999873161316,0.34299999475479126,0.3443000018596649,0.6550999879837036
3.0,1.0,16.0,front,0.0,0.3294999897480011,0.34139999747276306,0.34610000252723694,0.34869998693466187,0.7222999930381775
3.0,1.0,16.0,back,1.0,0.8342000246047974,0.8375999927520752,0.8381999731063843,0.8381999731063843,0.8385000228881836
3.0,1.0,16.0,back,0.0,0.8360000252723694,0.8410999774932861,0.8507000207901001,0.8544999957084656,0.8537999987602234
3.0,0.0,512.0,front,1.0,0.8324999809265137,0.8381999731063843,0.8385999798774719,0.8352000117301941,0.852400004863739
3.0,0.0,512.0,front,0.0,0.8345000147819519,0.8281000256538391,0.8356999754905701,0.8310999870300293,0.8479999899864197
3.0,0.0,512.0,back,1.0,0.8734999895095825,0.8783000111579895,0.8877000212669373,0.8888000249862671,0.8912000060081482
3.0,0.0,512.0,back,0.0,0.8712000250816345,0.8808000087738037,0.8855999708175659,0.8876000046730042,0.8873999714851379
3.0,0.0,256.0,front,1.0,0.7348999977111816,0.7419999837875366,0.7537999749183655,0.7519000172615051,0.857699990272522
3.0,0.0,256.0,front,0.0,0.7330999970436096,0.7472000122070312,0.7452999949455261,0.7452999949455261,0.8604000210762024
3.0,0.0,256.0,back,1.0,0.8615000247955322,0.8773999810218811,0.8823000192642212,0.8840000033378601,0.8865000009536743
3.0,0.0,256.0,back,0.0,0.8662999868392944,0.8822000026702881,0.878600001335144,0.8831999897956848,0.886900007724762
3.0,0.0,128.0,front,1.0,0.6049000024795532,0.6087999939918518,0.6129999756813049,0.6169999837875366,0.8565999865531921
3.0,0.0,128.0,front,0.0,0.6008999943733215,0.6129999756813049,0.6258000135421753,0.6244000196456909,0.8632000088691711
3.0,0.0,128.0,back,1.0,0.859000027179718,0.8737000226974487,0.8748000264167786,0.876800000667572,0.8761000037193298
3.0,0.0,128.0,back,0.0,0.8652999997138977,0.8773000240325928,0.8700000047683716,0.8763999938964844,0.881600022315979
3.0,0.0,64.0,front,1.0,0.4945000112056732,0.5098000168800354,0.5103999972343445,0.5194000005722046,0.8514000177383423
3.0,0.0,64.0,front,0.0,0.49779999256134033,0.5085999965667725,0.5184999704360962,0.5200999975204468,0.8531000018119812
3.0,0.0,64.0,back,1.0,0.8626999855041504,0.8652999997138977,0.8734999895095825,0.8722000122070312,0.8737999796867371
3.0,0.0,64.0,back,0.0,0.8590999841690063,0.8694999814033508,0.8766000270843506,0.8762000203132629,0.8820000290870667
3.0,0.0,32.0,front,1.0,0.3684000074863434,0.38199999928474426,0.3853999972343445,0.39169999957084656,0.8258000016212463
3.0,0.0,32.0,front,0.0,0.3614000082015991,0.3831000030040741,0.39160001277923584,0.4011000096797943,0.8349999785423279
3.0,0.0,32.0,back,1.0,0.8495000004768372,0.8572999835014343,0.8615999817848206,0.8593999743461609,0.8615000247955322
3.0,0.0,32.0,back,0.0,0.847599983215332,0.8553000092506409,0.8658000230789185,0.8708999752998352,0.8698999881744385
3.0,0.0,16.0,front,1.0,0.33649998903274536,0.3479999899864197,0.35339999198913574,0.35499998927116394,0.7932000160217285
3.0,0.0,16.0,front,0.0,0.3382999897003174,0.3529999852180481,0.35580000281333923,0.36719998717308044,0.817799985408783
3.0,0.0,16.0,back,1.0,0.8406000137329102,0.8461999893188477,0.8435999751091003,0.8453999757766724,0.8464999794960022
3.0,0.0,16.0,back,0.0,0.829800009727478,0.8489999771118164,0.8449000120162964,0.8521999716758728,0.8593000173568726
5.0,1.0,512.0,front,1.0,0.8356000185012817,0.8521999716758728,0.8571000099182129,0.8565999865531921,0.8816999793052673
5.0,1.0,512.0,front,0.0,0.8385999798774719,0.8561000227928162,0.8636000156402588,0.8628000020980835,0.8902000188827515
5.0,1.0,512.0,back,1.0,0.8725000023841858,0.8894000053405762,0.8891000151634216,0.8925999999046326,0.8913000226020813
5.0,1.0,512.0,back,0.0,0.8682000041007996,0.8828999996185303,0.8920000195503235,0.8971999883651733,0.8968999981880188
5.0,1.0,256.0,front,1.0,0.7343999743461609,0.7475000023841858,0.7548999786376953,0.7577999830245972,0.8672000169754028
5.0,1.0,256.0,front,0.0,0.7350000143051147,0.7531999945640564,0.7591999769210815,0.7699000239372253,0.8759999871253967
5.0,1.0,256.0,back,1.0,0.8712999820709229,0.8838000297546387,0.8852999806404114,0.8881000280380249,0.8877000212669373
5.0,1.0,256.0,back,0.0,0.873199999332428,0.8859999775886536,0.8925999999046326,0.8924000263214111,0.8919000029563904
5.0,1.0,128.0,front,1.0,0.5947999954223633,0.6141999959945679,0.6148999929428101,0.6168000102043152,0.8529000282287598
5.0,1.0,128.0,front,0.0,0.5954999923706055,0.6086000204086304,0.6248000264167786,0.6255999803543091,0.8626000285148621
5.0,1.0,128.0,back,1.0,0.8682000041007996,0.8744999766349792,0.8773000240325928,0.878000020980835,0.8769999742507935
5.0,1.0,128.0,back,0.0,0.8673999905586243,0.8769999742507935,0.8847000002861023,0.8877999782562256,0.8884999752044678
5.0,1.0,64.0,front,1.0,0.4909000098705292,0.503600001335144,0.5058000087738037,0.5078999996185303,0.8384000062942505
5.0,1.0,64.0,front,0.0,0.4916999936103821,0.5072000026702881,0.5130000114440918,0.5152999758720398,0.8468999862670898
5.0,1.0,64.0,back,1.0,0.8640000224113464,0.8680999875068665,0.8668000102043152,0.8675000071525574,0.8686000108718872
5.0,1.0,64.0,back,0.0,0.8619999885559082,0.8740000128746033,0.8761000037193298,0.880299985408783,0.8801000118255615
5.0,1.0,32.0,front,1.0,0.3601999878883362,0.37599998712539673,0.3790999948978424,0.37950000166893005,0.7990999817848206
5.0,1.0,32.0,front,0.0,0.3621000051498413,0.3813000023365021,0.38600000739097595,0.38999998569488525,0.829800009727478
5.0,1.0,32.0,back,1.0,0.8543999791145325,0.8600000143051147,0.8601999878883362,0.86080002784729,0.8611000180244446
5.0,1.0,32.0,back,0.0,0.8511000275611877,0.8603000044822693,0.8622000217437744,0.8651999831199646,0.8644000291824341
5.0,1.0,16.0,front,1.0,0.34380000829696655,0.3488999903202057,0.3531000018119812,0.35269999504089355,0.7304999828338623
5.0,1.0,16.0,front,0.0,0.33550000190734863,0.34470000863075256,0.3492000102996826,0.35100001096725464,0.7224000096321106
5.0,1.0,16.0,back,1.0,0.8424000144004822,0.849399983882904,0.8496999740600586,0.8490999937057495,0.849399983882904
5.0,1.0,16.0,back,0.0,0.8353999853134155,0.8467000126838684,0.8496999740600586,0.8489999771118164,0.8510000109672546
5.0,0.0,512.0,front,1.0,0.8400999903678894,0.8374000191688538,0.8453999757766724,0.8414999842643738,0.8615999817848206
5.0,0.0,512.0,front,0.0,0.8489000201225281,0.8525000214576721,0.8356999754905701,0.8454999923706055,0.8668000102043152
5.0,0.0,512.0,back,1.0,0.8741000294685364,0.8898000121116638,0.8932999968528748,0.8928999900817871,0.8884999752044678
5.0,0.0,512.0,back,0.0,0.8754000067710876,0.8794999718666077,0.8873999714851379,0.8880000114440918,0.8853999972343445
5.0,0.0,256.0,front,1.0,0.7405999898910522,0.7548999786376953,0.7501999735832214,0.7530999779701233,0.8580999970436096
5.0,0.0,256.0,front,0.0,0.7452999949455261,0.753600001335144,0.7684000134468079,0.7444999814033508,0.8601999878883362
5.0,0.0,256.0,back,1.0,0.8755999803543091,0.8880000114440918,0.88919997215271,0.8894000053405762,0.8881999850273132
5.0,0.0,256.0,back,0.0,0.8741000294685364,0.871999979019165,0.8806999921798706,0.8801000118255615,0.8894000053405762
5.0,0.0,128.0,front,1.0,0.5981000065803528,0.616100013256073,0.6175000071525574,0.6276999711990356,0.8637999892234802
5.0,0.0,128.0,front,0.0,0.6108999848365784,0.6222000122070312,0.6212000250816345,0.6251000165939331,0.8690999746322632
5.0,0.0,128.0,back,1.0,0.8661999702453613,0.8801000118255615,0.8806999921798706,0.8845000267028809,0.8837000131607056
5.0,0.0,128.0,back,0.0,0.8655999898910522,0.8809000253677368,0.8838000297546387,0.8880000114440918,0.8841000199317932
5.0,0.0,64.0,front,1.0,0.49959999322891235,0.5128999948501587,0.51910001039505,0.5220000147819519,0.8628000020980835
5.0,0.0,64.0,front,0.0,0.49639999866485596,0.5005000233650208,0.5234000086784363,0.5188999772071838,0.8676000237464905
5.0,0.0,64.0,back,1.0,0.8708000183105469,0.8711000084877014,0.8748999834060669,0.8762000203132629,0.8784999847412109
5.0,0.0,64.0,back,0.0,0.8644000291824341,0.8766999840736389,0.8797000050544739,0.8805000185966492,0.8799999952316284
5.0,0.0,32.0,front,1.0,0.3767000138759613,0.3889999985694885,0.387800008058548,0.39629998803138733,0.8292999863624573
5.0,0.0,32.0,front,0.0,0.37389999628067017,0.3903999924659729,0.39629998803138733,0.4115999937057495,0.8465999960899353
5.0,0.0,32.0,back,1.0,0.8600999712944031,0.8675000071525574,0.8690999746322632,0.8694000244140625,0.8705999851226807
5.0,0.0,32.0,back,0.0,0.8567000031471252,0.8641999959945679,0.8664000034332275,0.8718000054359436,0.8726999759674072
5.0,0.0,16.0,front,1.0,0.3449999988079071,0.3481999933719635,0.35850000381469727,0.36169999837875366,0.817300021648407
5.0,0.0,16.0,front,0.0,0.3409999907016754,0.35830000042915344,0.36640000343322754,0.37380000948905945,0.8274999856948853
5.0,0.0,16.0,back,1.0,0.8406000137329102,0.8497999906539917,0.8513000011444092,0.8475000262260437,0.8521999716758728
5.0,0.0,16.0,back,0.0,0.8403000235557556,0.8565000295639038,0.8561000227928162,0.8549000024795532,0.8619999885559082
